Name,ISIN,Symbol,Market,Currency,Turnover,MIC
European Equities,,,,,,
2020 BULKERS,BMG9156K1018,2020,Oslo Børs,NOK,24660656.70,XOSL
2CRSI,FR0013341781,AL2SI,Euronext Growth Paris,EUR,2334575605,ALXP
3D SYSTEMS CORP,US88554D2053,4DDD,EuroTLX,EUR,13.02,ETLX
3M,US88579Y1010,4MMM,EuroTLX,EUR,1200.00,ETLX
4AIM SICAF,IT0005204729,AIM,Euronext Growth Milan,EUR,112.00,EXGM
4AIM SICAF COMP 2,IT0005440323,AIM2,Euronext Growth Milan,EUR,11232.40,EXGM
5TH PLANET GAMES,DK0060945467,5PG,Euronext Expand Oslo,NOK,225066506,XOAS
74SOFTWARE,FR0011040500,74SW,Euronext Paris,EUR,77891.50,XPAR
A.B.P. NOCIVELLI,IT0005439861,ABP,Euronext Growth Milan,EUR,28725.00,EXGM
A2A,IT0001233417,A2A,Euronext Milan,EUR,21134812993,MTAA
AALBERTS NV,NL0000852564,AALB,Euronext Amsterdam,EUR,9002204.62,XAMS
AASEN SPAREBANK,NO0010672181,AASB,Euronext Growth Oslo,NOK,15326.10,MERK
AATECH,IT0005548521,AAT,Euronext Growth Milan,EUR,14947.50,EXGM
AB INBEV,BE0974293251,ABI,Euronext Brussels,EUR,92916257.01,XBRU
AB SCIENCE,FR0010557264,AB,Euronext Paris,EUR,498087948,XPAR
AB SCIENCE BSA,FR001400ZRT0,ABBS,Euronext Paris,EUR,-,XPAR
AB SCIENCE BSA 25,FR00140118Z8,ABSBS,Euronext Growth Paris,EUR,-,ALXP
ABATTOIR,BE0946377455,-,Euronext Expert Market,EUR,1350.00,VPXB
ABBVIE,US00287Y1091,4ABBV,EuroTLX,EUR,4857.00,ETLX
ABC ARBITRAGE,FR0004040608,ABCA,Euronext Paris,EUR,169017.55,XPAR
ABC COMPANY,IT0005466294,ABC,Euronext Growth Milan,EUR,5070.00,EXGM
ABEO,FR0013185857,ABEO,Euronext Paris,EUR,18842.20,XPAR
ABG SUNDAL COLLIER,NO0003021909,ABG,Oslo Børs,NOK,763350.70,XOSL
ABIONYX PHARMA,FR0012616852,ABNX,Euronext Paris,EUR,75401252,XPAR
ABITARE IN,IT0005445280,ABT,Euronext Milan,EUR,75619.02,MTAA
ABIVAX,FR0012333284,ABVX,Euronext Paris,EUR,165336917.35,XPAR
ABL Diagnostics,FR001400AHX6,ABLD,Euronext Paris,EUR,897.90,XPAR
ABL GROUP,NO0010715394,ABL,Oslo Børs,NOK,134721.32,XOSL
ABN AMRO BANK N.V.,NL0011540547,ABN,Euronext Amsterdam,EUR,50725961435,XAMS
ABO GROUP,BE0974278104,ABO,"Euronext Brussels, Paris",EUR,625.00,XBRU
ACANTHE DEV.,FR0000064602,ACAN,Euronext Paris,EUR,8417569,XPAR
ACCENTIS,BE0003696102,ACCB,Euronext Brussels,EUR,96246.00,XBRU
ACCOR,FR0000120404,AC,Euronext Paris,EUR,25583703.29,XPAR
ACCOR,FR0000120404,4AC,EuroTLX,EUR,658.56,ETLX
ACCSYS,GB00BQQFX454,AXS,Euronext Amsterdam,EUR,68049899,XAMS
ACEA,IT0001207098,ACE,Euronext Milan,EUR,2282066.73,MTAA
ACHETER-LOUER.FR,FR001400SOY2,ALALO,Euronext Growth Paris,EUR,27284.6026,ALXP
ACINQUE,IT0001382024,AC5,Euronext Milan,EUR,5446.00,MTAA
ACKERMANS V.HAAREN,BE0003764785,ACKB,Euronext Brussels,EUR,4236736.60,XBRU
ACOMO,NL0000313286,ACOMO,Euronext Amsterdam,EUR,719163.85,XAMS
ACQUAZZURRA,IT0005443061,ACQ,Euronext Growth Milan,EUR,157500.00,EXGM
ACS ACTIVIDADES,ES0167050915,4ACS,EuroTLX,EUR,2752.50,ETLX
ACTEOS,FR0000076861,EOS,Euronext Paris,EUR,3704.64,XPAR
ACTIA GROUP,FR0000076655,ALATI,Euronext Growth Paris,EUR,7578.88,ALXP
ACTIVIUM GROUP,FR0010979377,MLACT,Euronext Access Paris,EUR,1307.84,XMLI
ACVLHO,BE0010012210,-,Euronext Expert Market,EUR,13500.03,VPXB
ADC SIIC,BE0974269012,ALDV,Euronext Paris,EUR,54.56,XPAR
ADEUNIS,FR0013284627,ALARF,Euronext Growth Paris,EUR,275485,ALXP
ADIDAS,DE000A1EWWW0,4ADS,EuroTLX,EUR,10350.00,ETLX
ADLER GROUP,LU1250154413,4ADJ,EuroTLX,EUR,257.00,ETLX
ADOBE,US00724F1012,4ADBE,EuroTLX,EUR,1533.75,ETLX
ADOCIA,FR0011184241,ADOC,Euronext Paris,EUR,4367655.6125,XPAR
ADOCIA BSA,FR001400XVZ4,ADOBS,Euronext Growth Paris,EUR,715.00,ALXP
ADOMOS,FR001400UT31,ALADO,Euronext Growth Paris,EUR,9213.4611,ALXP
ADP,FR0010340141,ADP,Euronext Paris,EUR,7928429.30,XPAR
ADS MARITIME HOLD,CY0108052115,ADS,Euronext Growth Oslo,NOK,2172.48,MERK
ADUX,FR0012821890,ALDUX,Euronext Growth Paris,EUR,13200.82,ALXP
ADVANCED MICRO DEV,US0079031078,4AMD,EuroTLX,EUR,3965.40,ETLX
ADVENTURE,IT0005607715,ADV,Euronext Growth Milan,EUR,27125.00,EXGM
ADVICENNE,FR0013296746,ALDVI,Euronext Growth Paris,EUR,120702693,ALXP
ADVINI,FR0000053043,ALAVI,Euronext Growth Paris,EUR,12.50,ALXP
ADYEN,NL0012969182,ADYEN,Euronext Amsterdam,EUR,92133280.40,XAMS
ADYEN,NL0012969182,4ADYEN,EuroTLX,EUR,3129.20,ETLX
AEDES,IT0005349052,AEDES,Euronext Milan,EUR,13286766,MTAA
AEDIFICA,BE0003851681,AED,"Euronext Brussels, Amsterdam",EUR,5014813.00,
AEFFE,IT0001384590,AEF,Euronext Milan,EUR,75173.2805,MTAA
AEGON,BMG0112X1056,AGN,Euronext Amsterdam,EUR,26856641567,XAMS
AELIS FARMA,FR0014007ZB4,AELIS,Euronext Paris,EUR,48493154,XPAR
AENA SME,ES0105046017,4AENA,EuroTLX,EUR,234.00,ETLX
AERKOMM INC,US00774B2088,AKOM,Euronext Paris,EUR,22.40,XPAR
AEROPORTO G. M. BO,IT0001006128,ADB,Euronext Milan,EUR,13220.08,MTAA
AF GRUPPEN,NO0003078107,AFG,Oslo Børs,NOK,1121678.40,XOSL
AFFLUENT MED BSAR,FR001400FL38,AFMBS,Euronext Paris,EUR,0.07,XPAR
AFFLUENT MEDICAL,FR0013333077,AFME,Euronext Paris,EUR,6782.09,XPAR
AFYREN,FR0014005AC9,ALAFY,Euronext Growth Paris,EUR,19204445,ALXP
AG3I,FR0011908045,MLAGI,Euronext Access Paris,EUR,6.40,XMLI
AGEAS,BE0974264930,AGS,Euronext Brussels,EUR,15292382.65,XBRU
AGEAS,BE0974264930,4AGS,EuroTLX,EUR,562.00,ETLX
AGENCE AUTO,FR0014005WE9,MLAA,Euronext Access Paris,EUR,64.80,XMLI
AGENCE MARIT MINNE,BE0024915838,-,Euronext Expert Market,EUR,-,VPXB
AGFA-GEVAERT,BE0003755692,4AGFB,EuroTLX,EUR,444.50,ETLX
AGFA-GEVAERT,BE0003755692,AGFB,Euronext Brussels,EUR,276595.34,XBRU
AGILENT TECHNOL,US00846U1016,4A,EuroTLX,EUR,9975.00,ETLX
Agility Capital H,VGG885761301,AGIL,Euronext Amsterdam,USD,356.48,XAMS
AGILYX,NO0010872468,AGLX,Oslo Børs,NOK,117322.45,XOSL
AGP MALAGA SOCIMI,ES0105478004,MLAGP,Euronext Access Paris,EUR,181453.92,XMLI
AGRIPOWER,FR0013452281,ALAGP,Euronext Growth Paris,EUR,10710.47,ALXP
AGROGENERATION,FR0010641449,ALAGR,Euronext Growth Paris,EUR,736.5298,ALXP
AHOLD DEL,NL0011794037,4AD,EuroTLX,EUR,8822.50,ETLX
AHOLD DEL,NL0011794037,AD,"Euronext Amsterdam, Brussels",EUR,64496478555,
AIB GROUP PLC,IE00BF0L3536,A5G,Euronext Dublin,EUR,18387848055,XMSM
AIR FRANCE -KLM,FR001400J770,AF,"Euronext Paris, Amsterdam",EUR,9239778.9075,
AIR FRANCE-KLM,FR001400J770,4AF,EuroTLX,EUR,166125,ETLX
AIR LIQUIDE,FR0000120073,AI,Euronext Paris,EUR,123302506.81,XPAR
AIR PRODUCTS AND C,US0091581068,4APD,EuroTLX,EUR,226.00,ETLX
AIRBNB,US0090661010,4ABNB,EuroTLX,EUR,5800.00,ETLX
AIRBUS,NL0000235190,AIR,Euronext Paris,EUR,160314753.27,XPAR
AIRBUS,NL0000235190,4AIR,EuroTLX,EUR,734.64,ETLX
AIRTHINGS,NO0010895568,AIRX,Oslo Børs,NOK,1708275656,XOSL
AIRWELL,FR0014003V77,ALAIR,Euronext Growth Paris,EUR,3642.29,ALXP
AIXTRON,DE000A0WMPJ6,4AIXA,EuroTLX,EUR,1573.50,ETLX
AJAX,NL0000018034,AJAX,Euronext Amsterdam,EUR,105809.66,XAMS
AKAMAI TECHNOL,US00971T1016,4AKAM,EuroTLX,EUR,838.63,ETLX
AKASTOR,NO0010215684,AKAST,Oslo Børs,NOK,2577447.98,XOSL
AKER,NO0010234552,AKER,Oslo Børs,NOK,24330310.00,XOSL
AKER BIOMARINE,NO0010886625,AKBM,Oslo Børs,NOK,664704.50,XOSL
AKER BP,NO0010345853,AKRBP,Oslo Børs,NOK,152074773.70,XOSL
AKER CARBON CAPTUR,NO0010890304,ACC,Oslo Børs,NOK,754245.1638,XOSL
AKER HORIZONS,NO0010921232,AKH,Oslo Børs,NOK,5426806.07,XOSL
AKER SOLUTIONS,NO0010716582,AKSO,Oslo Børs,NOK,31808055.44,XOSL
AKOBO MINERALS,SE0015193412,AKOBO,Euronext Growth Oslo,NOK,468029.88,MERK
AKVA GROUP,NO0003097503,AKVA,Oslo Børs,NOK,746752.40,XOSL
AKWEL,FR0000053027,AKW,Euronext Paris,EUR,23785.96,XPAR
AKZO NOBEL,NL0013267909,AKZA,Euronext Amsterdam,EUR,32949738.60,XAMS
AKZO NOBEL,NL0013267909,4AKZA,EuroTLX,EUR,3350.46,ETLX
ALA,IT0005446700,ALA,Euronext Growth Milan,EUR,3204085.60,EXGM
ALAN ALLMAN,FR0000062465,AAA,Euronext Paris,EUR,8489.11,XPAR
ALCHIMIE,FR0014000JX7,ALCHI,Euronext Growth Paris,EUR,4374.54,ALXP
ALCOA,US0138721065,4AA,EuroTLX,EUR,5416.25,ETLX
ALERION,IT0004720733,ARN,Euronext Milan,EUR,405060.95,MTAA
ALFEN,NL0012817175,ALFEN,Euronext Amsterdam,EUR,3963203.95,XAMS
ALFEN BEHEER,NL0012817175,4ALFEN,EuroTLX,EUR,3124.70,ETLX
ALFIO BARDOLLA,IT0005244030,ABTG,Euronext Growth Milan,EUR,17778.25,EXGM
ALFONSINO,IT0005466039,ALFO,Euronext Growth Milan,EUR,2670.00,EXGM
ALIAXIS,BE0941243520,-,Euronext Expert Market,EUR,4140.00,VPXB
ALLCORE,IT0005461303,CORE,Euronext Growth Milan,EUR,26509.36,EXGM
ALLFUNDS GROUP,GB00BNTJ3546,ALLFG,Euronext Amsterdam,EUR,5384288415,XAMS
ALLIANZ,DE0008404005,4ALV,EuroTLX,EUR,8241.60,ETLX
ALMAWAVE,IT0005434615,AIW,Euronext Growth Milan,EUR,54940.08,EXGM
ALMUNDA PRO NV,NL0010696704,AMUND,Euronext Amsterdam,EUR,104.50,XAMS
ALPES (COMPAGNIE),FR0000053324,CDA,Euronext Paris,EUR,1639588.45,XPAR
ALPHABET CLASSE A,US02079K3059,4GOOGL,EuroTLX,EUR,5130.50,ETLX
ALPHABET CLASSE C,US02079K1079,4GOOG,EuroTLX,EUR,2531.20,ETLX
ALSTOM,FR0010220475,4ALO,EuroTLX,EUR,1100.00,ETLX
ALSTOM,FR0010220475,ALO,Euronext Paris,EUR,53646699545,XPAR
ALTAMIR,FR0000053837,LTA,Euronext Paris,EUR,1984937.20,XPAR
ALTAREA,FR0000033219,ALTA,Euronext Paris,EUR,350805.40,XPAR
ALTAREIT,FR0000039216,AREIT,Euronext Paris,EUR,515.00,XPAR
ALTEA GREEN POWER,IT0005472730,AGP,Euronext Milan,EUR,469665.03,MTAA
ALTEN,FR0000071946,ATE,Euronext Paris,EUR,4126320.30,XPAR
ALTERNUS ENERGY GR,IE00BLRPRP89,ALT,Euronext Growth Oslo,NOK,12797048,MERK
ALTHEORA,FR0000061244,ALORA,Euronext Growth Paris,EUR,5521962,ALXP
ALTRI SGPS,PTALT0AE0002,ALTR,Euronext Lisbon,EUR,2263591.66,XLIS
ALTRIA GROUP,US02209S1033,4MO,EuroTLX,EUR,1509.60,ETLX
ALUMEXX N.V.,NL0012194724,ALX,Euronext Amsterdam,EUR,1413.26,XAMS
ALVEEN,FR0013253812,MLALV,Euronext Access Paris,EUR,33.16,XMLI
AMA CORPORATION,GB00BNKGZC51,ALAMA,Euronext Growth Paris,EUR,1590269,ALXP
AMADEUS FIRE,DE0005093108,4AAD,EuroTLX,EUR,3148.00,ETLX
AMADEUS IT GROUP,ES0109067019,4AMS,EuroTLX,EUR,284.24,ETLX
AMATHEON AGRI,NL0010273694,MLAAH,Euronext Access Paris,EUR,65.0295,XMLI
AMAZON,US0231351067,4AMZN,EuroTLX,EUR,63180.00,ETLX
AMBROMOBILIARE,IT0004779515,AMB,Euronext Growth Milan,EUR,4600.00,EXGM
AMERICAN AIRLINES,US02376R1023,4AAL,EuroTLX,EUR,3082.80,ETLX
AMERICAN EXPRESS,US0258161092,4AXP,EuroTLX,EUR,9632.00,ETLX
AMERICAN INTERN,US0268747849,4AIG,EuroTLX,EUR,5061.00,ETLX
AMERICAN TOWER R,US03027X1000,4AMT,EuroTLX,EUR,10322.40,ETLX
AMERICAN WATER WOR,US0304201033,4AWK,EuroTLX,EUR,1023.20,ETLX
AMG,NL0000888691,AMG,Euronext Amsterdam,EUR,9203613.87,XAMS
AMGEN,US0311621009,4AMGN,EuroTLX,EUR,25084.00,ETLX
AMOEBA,FR0011051598,ALMIB,Euronext Growth Paris,EUR,2609430287,ALXP
Amphenol Corp,US0320951017,4APH,EuroTLX,EUR,161.00,ETLX
AMPLIFON,IT0004056880,AMP,Euronext Milan,EUR,24883061.70,MTAA
AMPLITUDE SURGICAL,FR0012789667,AMPLI,Euronext Paris,EUR,43537.70,XPAR
AMSC,NO0010272065,AMSC,Oslo Børs,NOK,87973.38,XOSL
AMUNDI,FR0004125920,4AMUN,EuroTLX,EUR,1393.00,ETLX
AMUNDI,FR0004125920,AMUN,Euronext Paris,EUR,7775833.30,XPAR
ANALOG DEVICES,US0326541051,4ADI,EuroTLX,EUR,196.72,ETLX
ANDFJORD SALMON GR,NO0010829765,ANDF,Euronext Growth Oslo,NOK,1309203.80,MERK
ANDINO GLOBAL,ES0105744009,MLAIG,Euronext Access Paris,EUR,900.00,XMLI
ANHEUSER-BUSCH,BE0974293251,4ABI,EuroTLX,EUR,5120.40,ETLX
ANIMA HOLDING,IT0004998065,ANIM,Euronext Milan,EUR,10169432.6475,MTAA
ANTARES VISION,IT0005366601,AV,Euronext Milan,EUR,114587025,MTAA
ANTIN INFRA PARTN,FR0014005AL0,ANTIN,Euronext Paris,EUR,310002.64,XPAR
APERAM,LU0569974404,APAM,"Euronext Amsterdam, Brussels, Paris",EUR,3091585.92,
APODACA INVERSIONE,ES0105658001,MLASO,Euronext Access Paris,EUR,-,XMLI
APPLE,US0378331005,4AAPL,EuroTLX,EUR,20262.00,ETLX
APPLIED MATERIALS,US0382221051,4AMAT,EuroTLX,EUR,1019.28,ETLX
AQUA BIO TECHNO,NO0010307135,ABTEC,Euronext Expand Oslo,NOK,51807606,XOAS
AQUAFIL,IT0005241192,ECNL,Euronext Milan,EUR,166398502,MTAA
AQUILA,FR0010340711,ALAQU,Euronext Growth Paris,EUR,191.00,ALXP
AQUILA,GB00BK6RLF66,AERI,Euronext Growth Dublin,EUR,535.80,XMSM
ARAMIS GROUP,FR0014003U94,ARAMI,Euronext Paris,EUR,306906.57,XPAR
ARCADIS,NL0006237562,ARCAD,Euronext Amsterdam,EUR,4556958.14,XAMS
ARCELOR MITT LUX,LU0006047129,-,Euronext Expert Market,EUR,10112.00,VPXB
ARCELORMITT SCHIFF,LU0006067663,-,Euronext Expert Market,EUR,15.15,VPXB
ARCELORMITTAL,LU1598757687,4MT,EuroTLX,EUR,20279.00,ETLX
ARCELORMITTAL SA,LU1598757687,MT,"Euronext Amsterdam, Paris",EUR,43938479665,
ARCHER,BMG0451H2087,ARCH,Oslo Børs,NOK,1393950.20,XOSL
ARCHER-DANIELS-MID,US0394831020,4ADM,EuroTLX,EUR,232.12,ETLX
ARCHOS,FR001400KO61,ALJXR,Euronext Growth Paris,EUR,112455633,ALXP
ARCTIC BIOSCIENCE,NO0010859580,ABS,Euronext Growth Oslo,NOK,4794.35,MERK
ARCTIC FISH HOLDIN,NO0010917719,AFISH,Euronext Growth Oslo,NOK,295623.00,MERK
ARCTICZYMES TECHNO,NO0010014632,AZT,Oslo Børs,NOK,12409.00,XOSL
ARCURE,FR0013398997,ALCUR,Euronext Growth Paris,EUR,13401.09,ALXP
ARDOIN ST AMAND A,FR0005057635,MLARD,Euronext Access Paris,EUR,2210.00,XMLI
ARDOIN ST AMAND B,FR0004070795,ARDO,Euronext Access Paris,EUR,144.00,XMLI
AREF THALASSA,ES0105661005,MLARE,Euronext Access Paris,EUR,-,XMLI
ARENDALS FOSSEKOMP,NO0003572802,AFK,Oslo Børs,NOK,278555.00,XOSL
ARGAN,FR0010481960,ARG,Euronext Paris,EUR,1073723.60,XPAR
ARGENX SE,NL0010832176,ARGX,Euronext Brussels,EUR,37072432.90,XBRU
ARGEO,NO0013257410,ARGEO,Oslo Børs,NOK,710435807,XOSL
ARIMELIA ITG,ES0105601001,MLARI,Euronext Access Paris,EUR,-,XMLI
ARISTON HOLDING,NL0015000N33,ARIS,Euronext Milan,EUR,1106527788,MTAA
ARKEMA,FR0010313833,4AKE,EuroTLX,EUR,769.80,ETLX
ARKEMA,FR0010313833,AKE,Euronext Paris,EUR,20847066375,XPAR
ARKIMEDES FONDS,BE0945331669,-,Euronext Expert Market,EUR,45.20,VPXB
ARMA,BE0051300847,-,Euronext Expert Market,EUR,-,VPXB
AROCA DEL PINAR,ES0105486007,MLARO,Euronext Access Paris,EUR,-,XMLI
ARRAS GROUP,IT0005540676,AGU,Euronext Growth Milan,EUR,27900.00,EXGM
ARRIBATEC GROUP,NO0012861667,ARR,Oslo Børs,NOK,128643278,XOSL
ARTEA,FR0012185536,ARTE,Euronext Paris,EUR,11.80,XPAR
ARTERRA BIOSCIENCE,IT0005386369,ARBS,Euronext Growth Milan,EUR,61710.00,EXGM
ARTMARKET COM,FR0000074783,PRC,Euronext Paris,EUR,13663.64,XPAR
ARTOIS NOM.,FR0000076952,ARTO,Euronext Paris,EUR,19000.00,XPAR
ARVERNE GROUP,FR001400JWR8,ARVEN,Euronext Paris,EUR,18058.35,XPAR
ARVERNE WARRANT,FR0014003AC4,ARVBS,Euronext Paris,EUR,6655.50,XPAR
ASCENCIO,BE0003856730,ASCE,Euronext Brussels,EUR,160958.80,XBRU
ASCOPIAVE,IT0004093263,ASC,Euronext Milan,EUR,382759.88,MTAA
ASHLER ET MANSON,FR0012968485,MLAEM,Euronext Access Paris,EUR,16.24,XMLI
ASM INTERNATIONAL,NL0000334118,4ASM,EuroTLX,EUR,515.00,ETLX
ASM INTERNATIONAL,NL0000334118,ASM,Euronext Amsterdam,EUR,280893504.75,XAMS
ASML,NL0010273215,4ASML,EuroTLX,EUR,11598.60,ETLX
ASML HOLDING,NL0010273215,ASML,Euronext Amsterdam,EUR,556472543.65,XAMS
ASR NEDERLAND,NL0011872643,ASRNL,Euronext Amsterdam,EUR,15247141.55,XAMS
ASSYSTEM,FR0000074148,ASY,Euronext Paris,EUR,406676.30,XPAR
ASTICKSO XXI,ES0105708004,MLAST,Euronext Access Paris,EUR,-,XMLI
AT&T,US00206R1023,4T,EuroTLX,EUR,1137.25,ETLX
ATARI,FR0010478248,ALATA,Euronext Growth Paris,EUR,151704.3575,ALXP
ATEA,NO0004822503,ATEA,Oslo Børs,NOK,13889200.00,XOSL
ATEME,FR0011992700,ATEME,Euronext Paris,EUR,84552.38,XPAR
ATENOR,BE0003837540,ATEB,Euronext Brussels,EUR,45281.55,XBRU
ATLAND,FR0013455482,ATLD,Euronext Paris,EUR,636.80,XPAR
ATLANTIC SAPPHI TR,NO0013340802,ASAS,Oslo Børs,NOK,264.18,XOSL
ATLANTIC SAPPHIRE,NO0013464750,ASA,Oslo Børs,NOK,459070405,XOSL
ATON,FR0004153930,ALTAO,Euronext Growth Paris,EUR,43.34,ALXP
ATON GREEN STORAGE,IT0005449464,ATON,Euronext Growth Milan,EUR,6560.00,EXGM
ATOS,FR001400X2S4,ATO,Euronext Paris,EUR,2540346.4925,XPAR
ATRIUM BIRE SIGI,PTTBI0AM0006,MLATR,Euronext Access Lisbon,EUR,-,XMLI
AUBAY,FR0000063737,AUB,Euronext Paris,EUR,136023.45,XPAR
AUDACIA,FR00140059B5,ALAUD,Euronext Growth Paris,EUR,2708.70,ALXP
AUGROS COSMETIC,FR0000061780,AUGR,Euronext Paris,EUR,12.90,XPAR
AUMANN,DE000A2DAM03,4AAG,EuroTLX,EUR,250.80,ETLX
AUPLATA MINING GR,FR0013410370,ALAMG,Euronext Growth Paris,EUR,16211.99,ALXP
AUREA,FR0000039232,AURE,Euronext Paris,EUR,309.24,XPAR
AURORA EIENDOM,NO0011032310,AURA,Euronext Growth Oslo,NOK,3591.00,MERK
AURSKOG SPAREBANK,NO0006001601,AURG,Oslo Børs,NOK,7020.00,XOSL
AUSTEVOLL SEAFOOD,NO0010073489,AUSS,Oslo Børs,NOK,12093759.00,XOSL
AUTODESK,US0527691069,4ADSK,EuroTLX,EUR,3482.70,ETLX
AUTOMATIC DATA PRO,US0530151036,4ADP,EuroTLX,EUR,2098.00,ETLX
AUTOSTORE HOLDINGS,BMG0670A1099,AUTO,Oslo Børs,NOK,27490738455,XOSL
AUTOSTRADE MERID,IT0000084043,AUTME,Euronext Milan,EUR,8677.10,MTAA
AUTOZONE,US0533321024,4AZO,EuroTLX,EUR,51440.00,ETLX
AVANCE GAS HOLDING,BMG067231032,AGAS,Oslo Børs,NOK,1036494005,XOSL
AVANTIUM,NL0015002IE0,AVTX,"Euronext Amsterdam, Brussels",EUR,622732.79,
AVENIR TELECOM,FR001400CFI7,AVT,Euronext Paris,EUR,7488.5592,XPAR
AVENTADOR,FR001400IV58,ALAVE,Euronext Growth Paris,EUR,171.70,ALXP
AVIO,IT0005119810,AVIO,Euronext Milan,EUR,6708946.25,MTAA
AWILCO LNG,NO0010607971,ALNG,Euronext Expand Oslo,NOK,296824.22,XOAS
AXA,FR0000120628,4CS,EuroTLX,EUR,8370.00,ETLX
AXA,FR0000120628,CS,Euronext Paris,EUR,173770387.48,XPAR
AXACTOR,NO0010840515,ACR,Oslo Børs,NOK,6695908.14,XOSL
AYFIE INTERNATIONA,NO0012861683,AIX,Euronext Growth Oslo,NOK,109799.58,MERK
AYVENS,FR0013258662,AYV,Euronext Paris,EUR,7069741305,XPAR
AZ LEASING,IT0004812258,MLAZL,Euronext Access Paris,EUR,10.00,XMLI
AZELIS GROUP,BE0974400328,AZE,Euronext Brussels,EUR,3953893.41,XBRU
AZERION,NL00150006Z9,AZRN,Euronext Amsterdam,EUR,21682.65,XAMS
AZERION WARRANTS,NL00150007A0,AZRNW,Euronext Amsterdam,EUR,35.59,XAMS
AZIMUT,IT0003261697,AZM,Euronext Milan,EUR,13383171.73,MTAA
AZOREAN TECH,PTAZR0AM0006,MLAAT,Euronext Access Paris,EUR,417.01,XMLI
B&C SPEAKERS,IT0001268561,BEC,Euronext Milan,EUR,38366.60,MTAA
B&S Group,LU1789205884,BSGR,Euronext Amsterdam,EUR,156205.79,XAMS
B.COM.PORTUGUES,PTBCP0AM0015,BCP,Euronext Lisbon,EUR,34323736.1206,XLIS
B.F.,IT0005187460,BFG,Euronext Milan,EUR,3916.66,MTAA
B2 Impact,NO0010633951,B2I,Oslo Børs,NOK,5531168.60,XOSL
BAIKOWSKI,FR0013384369,ALBKK,Euronext Growth Paris,EUR,2100.20,ALXP
BAINS MER MONACO,MC0000031187,BAIN,Euronext Paris,EUR,61046.00,XPAR
BAKKAFROST,FO0000000179,BAKKA,Oslo Børs,NOK,51514422.00,XOSL
BALTIC SEA PROP,NO0010810476,BALT,Euronext Growth Oslo,NOK,61129.00,MERK
BALYO,FR0013258399,BALYO,Euronext Paris,EUR,8167131,XPAR
BAM GROEP KON,NL0000337319,BAMNB,Euronext Amsterdam,EUR,5137817845,XAMS
BANCA GENERALI,IT0001031084,BGN,Euronext Milan,EUR,10126712.50,MTAA
BANCA IFIS,IT0003188064,IF,Euronext Milan,EUR,1679891.54,MTAA
BANCA MEDIOLANUM,IT0004776628,BMED,Euronext Milan,EUR,23799743.66,MTAA
BANCA MPS,IT0005508921,BMPS,Euronext Milan,EUR,168604996448,MTAA
BANCA SISTEMA,IT0003173629,BST,Euronext Milan,EUR,705019024,MTAA
BANCO BPM,IT0005218380,BAMI,Euronext Milan,EUR,234130071229,MTAA
BANCO DE SABADELL,ES0113860A34,4SAB,EuroTLX,EUR,13499.52,ETLX
BANCO SANTANDER,ES0113900J37,4SANX,EuroTLX,EUR,19791.96,ETLX
BANIJAY GROUP,NL0015000X07,BNJ,Euronext Amsterdam,EUR,30830.40,XAMS
BANIJAY GROUP WARR,NL0015000H56,BNJW,Euronext Amsterdam,EUR,40.75,XAMS
BANIMMO A,BE0003870871,BANI,Euronext Brussels,EUR,6920.00,XBRU
BANK OF AMERICA,US0605051046,4BAC,EuroTLX,EUR,164.58,ETLX
BANK OF IRELAND GP,IE00BD1RP616,BIRG,Euronext Dublin,EUR,16372739.2945,XMSM
BANQUP GROUP,BE0974371032,BANQ,Euronext Brussels,EUR,12177.64,XBRU
BARBARA BUI,FR0000062788,BUI,Euronext Paris,EUR,38.20,XPAR
BARCO,BE0974362940,BAR,Euronext Brussels,EUR,1037603.18,XBRU
BARINGS CORE SPAIN,ES0105362000,MLBAR,Euronext Access Paris,EUR,-,XMLI
BARRAMUNDI GROUP,SGXZ33675836,BARRA,Euronext Growth Oslo,NOK,1320.00,MERK
BASF,DE000BASF111,4BAS,EuroTLX,EUR,1688.00,ETLX
BASIC-FIT,NL0011872650,BFIT,Euronext Amsterdam,EUR,2655932.80,XAMS
BASICNET,IT0001033700,BAN,Euronext Milan,EUR,32051.41,MTAA
BASSAC,FR0004023208,BASS,Euronext Paris,EUR,23884.80,XPAR
BASTIDE LE CONFORT,FR0000035370,BLC,Euronext Paris,EUR,119759.90,XPAR
BASTOGI SPA,IT0004412497,B,Euronext Milan,EUR,10987828,MTAA
BAXTER INTERN,US0718131099,4BAX,EuroTLX,EUR,972.40,ETLX
BAYER,DE000BAY0017,4BAYN,EuroTLX,EUR,2840.00,ETLX
BBVA,ES0113211835,4BBVA,EuroTLX,EUR,5627.65,ETLX
BCA POP SONDRIO,IT0000784196,BPSO,Euronext Milan,EUR,98180814.36,MTAA
BCA PROFILO,IT0001073045,PRO,Euronext Milan,EUR,24996167,MTAA
BCO DESIO BRIANZA,IT0001041000,BDB,Euronext Milan,EUR,453321.99,MTAA
BD MULTI MEDIA,FR0000035305,ALBDM,Euronext Growth Paris,EUR,485722.22,ALXP
BE SEMICONDUCTOR,NL0012866412,BESI,Euronext Amsterdam,EUR,66698513.50,XAMS
BEBO HEALTH,CH1148983609,MLBBO,Euronext Access Paris,EUR,286.40,XMLI
"BECTON, DICKINSON",US0758871091,4BDX,EuroTLX,EUR,2305.50,ETLX
